pid,execution_time(ms),scavenge_count,scavenge_time,marksweep_count,marksweep_time
8,435,0,0,0,0
8,209,0,0,0,0
8,137,0,0,0,0
8,137,0,0,0,0
8,136,0,0,0,0
8,129,0,0,0,0
8,130,0,0,0,0
8,131,0,0,0,0
8,139,0,0,0,0
8,133,0,0,0,0
8,180,0,0,0,0
8,267,0,0,0,0
8,154,0,0,0,0
8,124,0,0,0,0
8,187,1,24,0,0
8,153,1,6,0,0
8,121,0,0,0,0
8,114,0,0,0,0
8,115,0,0,0,0
8,119,0,0,0,0
8,118,0,0,0,0
8,115,0,0,0,0
8,126,0,0,0,0
8,115,0,0,0,0
8,130,0,0,0,0
8,121,0,0,0,0
8,124,0,0,0,0
8,230,0,0,0,0
8,223,1,7,0,0
8,145,1,7,0,0
8,123,0,0,0,0
8,132,0,0,0,0
8,111,0,0,0,0
8,119,0,0,0,0
8,116,0,0,0,0
8,115,0,0,0,0
8,128,0,0,0,0
8,128,0,0,0,0
8,117,0,0,0,0
8,116,0,0,0,0
8,114,0,0,0,0
8,114,0,0,0,0
8,158,1,6,0,0
8,195,1,10,0,0
8,258,0,0,0,0
8,186,0,0,0,0
8,120,0,0,0,0
8,132,0,0,0,0
8,133,0,0,0,0
8,129,0,0,0,0
8,130,0,0,0,0
8,130,0,0,0,0
8,125,0,0,0,0
8,136,0,0,0,0
8,127,0,0,0,0
8,120,0,0,0,0
8,178,1,10,0,0
8,158,1,7,0,0
8,130,0,0,0,0
8,154,0,0,0,0
8,222,0,0,0,0
8,173,0,0,0,0
8,136,0,0,0,0
8,136,0,0,0,0
8,131,0,0,0,0
8,126,0,0,0,0
8,131,0,0,0,0
8,122,0,0,0,0
8,128,0,0,0,0
8,129,0,0,0,0
8,149,1,6,0,0
8,166,1,6,0,0
8,119,0,0,0,0
8,130,0,0,0,0
8,136,0,0,0,0
8,134,0,0,0,0
8,226,0,0,0,0
8,220,0,0,0,0
8,147,0,0,0,0
8,153,0,0,0,0
8,135,0,0,0,0
8,127,0,0,0,0
8,141,0,0,0,0
8,134,0,0,0,0
8,179,1,12,0,0
8,165,1,6,0,0
8,134,0,0,0,0
8,157,0,0,0,0
8,152,0,0,0,0
8,134,0,0,0,0
8,171,0,0,0,0
8,239,0,0,0,0
8,169,0,0,0,0
8,136,0,0,0,0
8,129,0,0,0,0
8,133,0,0,0,0
