pid,execution_time(ms),scavenge_count,scavenge_time,marksweep_count,marksweep_time
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
9,0,0,0,0,0
