pid,business_time(ms),scavenge_count,scavenge_time,marksweep_count,marksweep_time
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,1,0,0,0,0
19228,0,0,0,0,0
19228,3,1,2,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,6,1,2,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,1,0,0,0,0
19228,2,1,2,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,1,0,0,0,0
19228,0,0,0,0,0
19228,2,1,1,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,2,1,2,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,1,0,0,0,0
19228,2,1,1,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,1,1,1,0,0
19228,0,0,0,0,0
19228,1,0,0,0,0
19228,1,0,0,0,0
19228,0,0,0,0,0
19228,2,1,1,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,1,1,0,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,1,1,1,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,1,0,0,0,0
19228,1,0,0,0,0
19228,0,0,0,0,0
19228,2,1,1,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,1,0,0,0,0
19228,1,1,1,0,0
19228,0,0,0,0,0
19228,3,0,0,0,0
19228,1,0,0,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,1,1,0,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,1,0,0,0,0
19228,0,0,0,0,0
19228,1,1,1,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,1,0,0,0,0
19228,2,1,2,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,2,1,1,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,1,0,0,0,0
19228,0,0,0,0,0
19228,3,1,1,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,1,0,0,0,0
19228,0,0,0,0,0
19228,1,1,1,0,0
19228,0,0,0,0,0
19228,1,0,0,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,1,0,0,0,0
19228,1,1,1,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,1,0,0,0,0
19228,1,1,1,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,1,0,0,0,0
19228,0,0,0,0,0
19228,1,0,0,0,0
19228,2,1,1,0,0
19228,1,0,0,0,0
19228,0,0,0,0,0
19228,1,0,0,0,0
19228,1,0,0,0,0
19228,1,1,1,0,0
19228,1,0,0,0,0
19228,1,0,0,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,1,1,1,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,1,0,0,0,0
19228,1,0,0,0,0
19228,5,1,1,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,2,0,0,0,0
19228,1,0,0,0,0
19228,0,0,0,0,0
19228,2,1,1,0,0
19228,1,0,0,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,3,1,3,0,0
19228,0,0,0,0,0
19228,1,0,0,0,0
19228,1,0,0,0,0
19228,0,0,0,0,0
19228,1,0,0,0,0
19228,3,1,3,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,12,1,11,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,1,0,0,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,2,1,2,0,0
19228,0,0,0,0,0
19228,0,0,0,0,0
19228,1,0,0,0,0
19228,1,0,0,0,0
